word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
WANDER,vandra,marschera,spatsera,3,spatsera,marschera,vandra,Leg,leg,0,82,82,106,0,0,0,0,,,,,,,,,,,7,4.327,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
WANDER,vandra,marschera,spatsera,3,spatsera,marschera,vandra,Arm,arm,0,82,82,106,0,1,1,1,,,,,,,,,,,3,0.462,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
WANDER,vandra,marschera,spatsera,3,spatsera,marschera,vandra,,,0,82,82,106,,,,,,,,,,,,,,,,,return,1.30855838325,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CRAWL,kravla,huka,klättra,2,huka,kravla,klättra,Leg,leg,0,83,83,14,0,0,0,0,,,,,,,,,,,5,4.431,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CRAWL,kravla,huka,klättra,2,huka,kravla,klättra,Arm,arm,0,83,83,14,0,1,1,1,,,,,,,,,,,5,1.52,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CRAWL,kravla,huka,klättra,2,huka,kravla,klättra,,,0,83,83,14,,,,,,,,,,,,,,,,,return,16.1512305424,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
FOLD,vika ihop,knyta ihop,bunta ihop,3,knyta ihop,bunta ihop,vika ihop,Leg,leg,0,84,84,24,0,0,0,0,,,,,,,,,,,1,6.105,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
FOLD,vika ihop,knyta ihop,bunta ihop,3,knyta ihop,bunta ihop,vika ihop,Arm,arm,0,84,84,24,0,1,1,1,,,,,,,,,,,7,1.234,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
FOLD,vika ihop,knyta ihop,bunta ihop,3,knyta ihop,bunta ihop,vika ihop,,,0,84,84,24,,,,,,,,,,,,,,,,,return,0.973534911893,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STRIDE,kliva,tassa,lunka,3,tassa,lunka,kliva,Leg,leg,0,85,85,88,0,0,0,0,,,,,,,,,,,4,8.151,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STRIDE,kliva,tassa,lunka,3,tassa,lunka,kliva,Arm,arm,0,85,85,88,0,1,1,1,,,,,,,,,,,4,0.729,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STRIDE,kliva,tassa,lunka,3,tassa,lunka,kliva,,,0,85,85,88,,,,,,,,,,,,,,,,,return,1.34208404173,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BRAID,fläta,knyta,binda,2,binda,fläta,knyta,Leg,leg,0,86,86,3,0,0,0,0,,,,,,,,,,,1,7.427,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BRAID,fläta,knyta,binda,2,binda,fläta,knyta,Arm,arm,0,86,86,3,0,1,1,1,,,,,,,,,,,7,0.462,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BRAID,fläta,knyta,binda,2,binda,fläta,knyta,,,0,86,86,3,,,,,,,,,,,,,,,,,return,1.07409292216,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PUNCH,slå,knuffa,kasta,1,slå,kasta,knuffa,Leg,leg,0,87,87,55,0,0,0,0,,,,,,,,,,,2,3.705,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PUNCH,slå,knuffa,kasta,1,slå,kasta,knuffa,Arm,arm,0,87,87,55,0,1,1,1,,,,,,,,,,,7,0.933,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PUNCH,slå,knuffa,kasta,1,slå,kasta,knuffa,,,0,87,87,55,,,,,,,,,,,,,,,,,return,1.42634465935,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STAGGER,ragla,lunka,halka,2,lunka,ragla,halka,Leg,leg,0,88,88,82,0,0,0,0,,,,,,,,,,,4,19.385,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STAGGER,ragla,lunka,halka,2,lunka,ragla,halka,Arm,arm,0,88,88,82,0,1,1,1,,,,,,,,,,,4,0.563,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STAGGER,ragla,lunka,halka,2,lunka,ragla,halka,,,0,88,88,82,,,,,,,,,,,,,,,,,return,1.34243884823,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLIMB,klättra,kliva,krypa,2,kliva,klättra,krypa,Leg,leg,0,89,89,12,0,0,0,0,,,,,,,,,,,7,7.397,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLIMB,klättra,kliva,krypa,2,kliva,klättra,krypa,Arm,arm,0,89,89,12,0,1,1,1,,,,,,,,,,,7,1.487,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLIMB,klättra,kliva,krypa,2,kliva,klättra,krypa,,,0,89,89,12,,,,,,,,,,,,,,,,,return,0.822492835714,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
WRAP,slå in,slå ihop,slå till,3,slå ihop,slå till,slå in,Leg,leg,0,90,90,111,0,0,0,0,,,,,,,,,,,1,5.372,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
WRAP,slå in,slå ihop,slå till,3,slå ihop,slå till,slå in,Arm,arm,0,90,90,111,0,1,1,1,,,,,,,,,,,7,12.255,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
WRAP,slå in,slå ihop,slå till,3,slå ihop,slå till,slå in,,,0,90,90,111,,,,,,,,,,,,,,,,,return,2.3823379852,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CHOP,hacka,tälja,riva,2,tälja,hacka,riva,Leg,leg,0,91,91,7,0,0,0,0,,,,,,,,,,,1,1.843,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CHOP,hacka,tälja,riva,2,tälja,hacka,riva,Arm,arm,0,91,91,7,0,1,1,1,,,,,,,,,,,7,0.464,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CHOP,hacka,tälja,riva,2,tälja,hacka,riva,,,0,91,91,7,,,,,,,,,,,,,,,,,return,0.79020346849,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PLUCK,plocka,rensa,picka,1,plocka,picka,rensa,Leg,leg,0,92,92,50,0,0,0,0,,,,,,,,,,,1,3.955,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PLUCK,plocka,rensa,picka,1,plocka,picka,rensa,Arm,arm,0,92,92,50,0,1,1,1,,,,,,,,,,,7,0.43,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PLUCK,plocka,rensa,picka,1,plocka,picka,rensa,,,0,92,92,50,,,,,,,,,,,,,,,,,return,1.35921550623,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SWAY,vingla,tassa,ramla,1,vingla,ramla,tassa,Leg,leg,0,93,93,92,0,0,0,0,,,,,,,,,,,6,13.184,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SWAY,vingla,tassa,ramla,1,vingla,ramla,tassa,Arm,arm,0,93,93,92,0,1,1,1,,,,,,,,,,,3,37.076,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SWAY,vingla,tassa,ramla,1,vingla,ramla,tassa,,,0,93,93,92,,,,,,,,,,,,,,,,,return,3.5562883921,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,3,dra sig snabbt tillbaka,hasa sig bakåt,röra sig långsamt framåt,Leg,leg,0,94,94,33,0,0,0,0,,,,,,,,,,,7,16.218,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,3,dra sig snabbt tillbaka,hasa sig bakåt,röra sig långsamt framåt,Arm,arm,0,94,94,33,0,1,1,1,,,,,,,,,,,1,0.614,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,3,dra sig snabbt tillbaka,hasa sig bakåt,röra sig långsamt framåt,,,0,94,94,33,,,,,,,,,,,,,,,,,return,2.26459398559,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PLOD,lunka,pulsa,vingla,2,pulsa,lunka,vingla,Leg,leg,0,95,95,49,0,0,0,0,,,,,,,,,,,4,4.917,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PLOD,lunka,pulsa,vingla,2,pulsa,lunka,vingla,Arm,arm,0,95,95,49,0,1,1,1,,,,,,,,,,,4,1.284,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PLOD,lunka,pulsa,vingla,2,pulsa,lunka,vingla,,,0,95,95,49,,,,,,,,,,,,,,,,,return,1.2925837934,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
WIPE,torka,putsa,gnugga,3,gnugga,putsa,torka,Leg,leg,0,96,96,109,0,0,0,0,,,,,,,,,,,1,2.698,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
WIPE,torka,putsa,gnugga,3,gnugga,putsa,torka,Arm,arm,0,96,96,109,0,1,1,1,,,,,,,,,,,7,0.548,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
WIPE,torka,putsa,gnugga,3,gnugga,putsa,torka,,,0,96,96,109,,,,,,,,,,,,,,,,,return,2.49969122352,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PACE,gå fram och tillbaka,luffa runt,rusa fram,1,gå fram och tillbaka,rusa fram,luffa runt,Leg,leg,0,97,97,45,0,0,0,0,,,,,,,,,,,7,8.155,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PACE,gå fram och tillbaka,luffa runt,rusa fram,1,gå fram och tillbaka,rusa fram,luffa runt,Arm,arm,0,97,97,45,0,1,1,1,,,,,,,,,,,1,0.917,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PACE,gå fram och tillbaka,luffa runt,rusa fram,1,gå fram och tillbaka,rusa fram,luffa runt,,,0,97,97,45,,,,,,,,,,,,,,,,,return,11.1869237605,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
FILE,fila,putsa,riva,2,riva,fila,putsa,Leg,leg,0,98,98,21,0,0,0,0,,,,,,,,,,,1,11.421,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
FILE,fila,putsa,riva,2,riva,fila,putsa,Arm,arm,0,98,98,21,0,1,1,1,,,,,,,,,,,7,1.034,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
FILE,fila,putsa,riva,2,riva,fila,putsa,,,0,98,98,21,,,,,,,,,,,,,,,,,return,13.4677321661,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SCOOP,skyffla,dika,skrapa,1,skyffla,skrapa,dika,Leg,leg,0,99,99,63,0,0,0,0,,,,,,,,,,,1,9.795,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SCOOP,skyffla,dika,skrapa,1,skyffla,skrapa,dika,Arm,arm,0,99,99,63,0,1,1,1,,,,,,,,,,,7,1.654,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SCOOP,skyffla,dika,skrapa,1,skyffla,skrapa,dika,,,0,99,99,63,,,,,,,,,,,,,,,,,return,4.39490042699,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SLIDE,glida,ramla,hasa,1,glida,ramla,hasa,Leg,leg,0,100,100,74,0,0,0,0,,,,,,,,,,,6,21.914,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SLIDE,glida,ramla,hasa,1,glida,ramla,hasa,Arm,arm,0,100,100,74,0,1,1,1,,,,,,,,,,,1,0.798,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SLIDE,glida,ramla,hasa,1,glida,ramla,hasa,,,0,100,100,74,,,,,,,,,,,,,,,,,return,11.4218819206,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,1,släpa sig fram,ta sig fram,kasta sig fram,Leg,leg,0,101,101,101,0,0,0,0,,,,,,,,,,,6,4.513,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,1,släpa sig fram,ta sig fram,kasta sig fram,Arm,arm,0,101,101,101,0,1,1,1,,,,,,,,,,,1,0.512,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,1,släpa sig fram,ta sig fram,kasta sig fram,,,0,101,101,101,,,,,,,,,,,,,,,,,return,1.32575938667,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
DELVE,gräva,plöja,rensa,1,gräva,plöja,rensa,Leg,leg,0,102,102,18,0,0,0,0,,,,,,,,,,,4,13.262,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
DELVE,gräva,plöja,rensa,1,gräva,plöja,rensa,Arm,arm,0,102,102,18,0,1,1,1,,,,,,,,,,,4,1.352,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
DELVE,gräva,plöja,rensa,1,gräva,plöja,rensa,,,0,102,102,18,,,,,,,,,,,,,,,,,return,0.621202177676,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLICK,klicka,klappa,klämma,2,klappa,klicka,klämma,Leg,leg,0,103,103,11,0,0,0,0,,,,,,,,,,,1,2.263,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLICK,klicka,klappa,klämma,2,klappa,klicka,klämma,Arm,arm,0,103,103,11,0,1,1,1,,,,,,,,,,,7,2.542,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLICK,klicka,klappa,klämma,2,klappa,klicka,klämma,,,0,103,103,11,,,,,,,,,,,,,,,,,return,5.33387054778,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
HOP,skutta,kliva,studsa,2,kliva,skutta,studsa,Leg,leg,0,104,104,32,0,0,0,0,,,,,,,,,,,7,5.938,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
HOP,skutta,kliva,studsa,2,kliva,skutta,studsa,Arm,arm,0,104,104,32,0,1,1,1,,,,,,,,,,,1,1.169,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
HOP,skutta,kliva,studsa,2,kliva,skutta,studsa,,,0,104,104,32,,,,,,,,,,,,,,,,,return,1.5084148012,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
JUMP,hoppa,kliva,lyfta,3,kliva,lyfta,hoppa,Leg,leg,0,105,105,35,0,0,0,0,,,,,,,,,,,7,6.965,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
JUMP,hoppa,kliva,lyfta,3,kliva,lyfta,hoppa,Arm,arm,0,105,105,35,0,1,1,1,,,,,,,,,,,2,0.899,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
JUMP,hoppa,kliva,lyfta,3,kliva,lyfta,hoppa,,,0,105,105,35,,,,,,,,,,,,,,,,,return,0.638050745232,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
WASH,tvätta,skura,sopa,3,sopa,skura,tvätta,Leg,leg,0,106,106,107,0,0,0,0,,,,,,,,,,,1,4.13,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
WASH,tvätta,skura,sopa,3,sopa,skura,tvätta,Arm,arm,0,106,106,107,0,1,1,1,,,,,,,,,,,7,1.135,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
WASH,tvätta,skura,sopa,3,sopa,skura,tvätta,,,0,106,106,107,,,,,,,,,,,,,,,,,return,0.990294185163,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
NIP,nypa,peta,nudda,1,nypa,peta,nudda,Leg,leg,0,107,107,44,0,0,0,0,,,,,,,,,,,1,14.812,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
NIP,nypa,peta,nudda,1,nypa,peta,nudda,Arm,arm,0,107,107,44,0,1,1,1,,,,,,,,,,,7,1.387,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
NIP,nypa,peta,nudda,1,nypa,peta,nudda,,,0,107,107,44,,,,,,,,,,,,,,,,,return,2.03022730137,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
WHIP,piska,klappa,slå,3,slå,klappa,piska,Leg,leg,0,108,108,108,0,0,0,0,,,,,,,,,,,1,3.536,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
WHIP,piska,klappa,slå,3,slå,klappa,piska,Arm,arm,0,108,108,108,0,1,1,1,,,,,,,,,,,7,1.655,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
WHIP,piska,klappa,slå,3,slå,klappa,piska,,,0,108,108,108,,,,,,,,,,,,,,,,,return,0.940062592923,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLAP,klappa,knäppa,klämma,3,klämma,knäppa,klappa,Leg,leg,0,109,109,8,0,0,0,0,,,,,,,,,,,1,5.3,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLAP,klappa,knäppa,klämma,3,klämma,knäppa,klappa,Arm,arm,0,109,109,8,0,1,1,1,,,,,,,,,,,7,7.877,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLAP,klappa,knäppa,klämma,3,klämma,knäppa,klappa,,,0,109,109,8,,,,,,,,,,,,,,,,,return,4.3613739783,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SNEAK,smyga,hasa,glida,2,glida,smyga,hasa,Leg,leg,0,110,110,78,0,0,0,0,,,,,,,,,,,5,15.533,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SNEAK,smyga,hasa,glida,2,glida,smyga,hasa,Arm,arm,0,110,110,78,0,1,1,1,,,,,,,,,,,4,0.464,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SNEAK,smyga,hasa,glida,2,glida,smyga,hasa,,,0,110,110,78,,,,,,,,,,,,,,,,,return,0.923308456051,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TRAIPSE,traska,stappla,vandra,2,stappla,traska,vandra,Leg,leg,0,111,111,97,0,0,0,0,,,,,,,,,,,4,2.784,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TRAIPSE,traska,stappla,vandra,2,stappla,traska,vandra,Arm,arm,0,111,111,97,0,1,1,1,,,,,,,,,,,4,0.848,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TRAIPSE,traska,stappla,vandra,2,stappla,traska,vandra,,,0,111,111,97,,,,,,,,,,,,,,,,,return,2.46616516993,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,14.1722384063,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
