SubjID,Word,Rating,Task
25,svassa,3,arousal
1,ta,1,arousal
2,ta,1,arousal
3,ta,1,arousal
4,ta,6,arousal
5,ta,1,arousal
6,ta,2,arousal
7,ta,1,arousal
8,ta,1,arousal
9,ta,3,arousal
10,ta,1,arousal
11,ta,5,arousal
12,ta,1,arousal
13,ta,1,arousal
14,ta,1,arousal
15,ta,3,arousal
16,ta,1,arousal
17,ta,1,arousal
18,ta,6,arousal
19,ta,1,arousal
20,ta,5,arousal
21,ta,2,arousal
22,ta,4,arousal
23,ta,3,arousal
24,ta,5,arousal
25,ta,3,arousal
1,trippa,2,arousal
2,trippa,2,arousal
3,trippa,1,arousal
4,trippa,2,arousal
5,trippa,2,arousal
6,trippa,2,arousal
7,trippa,3,arousal
8,trippa,1,arousal
9,trippa,3,arousal
10,trippa,1,arousal
11,trippa,1,arousal
12,trippa,2,arousal
13,trippa,1,arousal
14,trippa,1,arousal
15,trippa,2,arousal
16,trippa,1,arousal
17,trippa,1,arousal
18,trippa,1,arousal
19,trippa,1,arousal
20,trippa,5,arousal
21,trippa,1,arousal
22,trippa,5,arousal
23,trippa,6,arousal
24,trippa,1,arousal
25,trippa,3,arousal
1,skrida,1,arousal
2,skrida,2,arousal
3,skrida,1,arousal
4,skrida,1,arousal
5,skrida,2,arousal
6,skrida,1,arousal
7,skrida,1,arousal
8,skrida,1,arousal
9,skrida,2,arousal
10,skrida,1,arousal
11,skrida,1,arousal
12,skrida,2,arousal
13,skrida,1,arousal
14,skrida,1,arousal
15,skrida,2,arousal
16,skrida,1,arousal
17,skrida,1,arousal
18,skrida,4,arousal
19,skrida,1,arousal
20,skrida,1,arousal
21,skrida,3,arousal
22,skrida,2,arousal
23,skrida,5,arousal
24,skrida,2,arousal
25,skrida,2,arousal
1,kliva,1,arousal
2,kliva,1,arousal
3,kliva,1,arousal
4,kliva,1,arousal
5,kliva,1,arousal
6,kliva,1,arousal
7,kliva,1,arousal
8,kliva,1,arousal
9,kliva,3,arousal
10,kliva,1,arousal
11,kliva,1,arousal
12,kliva,1,arousal
13,kliva,1,arousal
14,kliva,1,arousal
15,kliva,3,arousal
16,kliva,1,arousal
17,kliva,1,arousal
18,kliva,5,arousal
19,kliva,1,arousal
20,kliva,1,arousal
21,kliva,1,arousal
22,kliva,3,arousal
23,kliva,3,arousal
24,kliva,3,arousal
25,kliva,3,arousal
1,skrika,5,arousal
2,skrika,4,arousal
3,skrika,1,arousal
4,skrika,3,arousal
5,skrika,2,arousal
6,skrika,5,arousal
7,skrika,1,arousal
8,skrika,5,arousal
9,skrika,4,arousal
10,skrika,1,arousal
11,skrika,7,arousal
12,skrika,5,arousal
13,skrika,4,arousal
14,skrika,5,arousal
15,skrika,5,arousal
16,skrika,2,arousal
17,skrika,7,arousal
18,skrika,7,arousal
19,skrika,1,arousal
20,skrika,6,arousal
21,skrika,3,arousal
22,skrika,6,arousal
23,skrika,7,arousal
24,skrika,7,arousal
25,skrika,6,arousal
1,träda,1,arousal
2,träda,1,arousal
3,träda,1,arousal
4,träda,1,arousal
5,träda,1,arousal
6,träda,1,arousal
7,träda,1,arousal
8,träda,1,arousal
9,träda,3,arousal
10,träda,1,arousal
11,träda,1,arousal
12,träda,1,arousal
13,träda,1,arousal
14,träda,2,arousal
15,träda,3,arousal
16,träda,1,arousal
17,träda,1,arousal
18,träda,3,arousal
19,träda,1,arousal
20,träda,1,arousal
21,träda,5,arousal
22,träda,2,arousal
23,träda,5,arousal
24,träda,1,arousal
25,träda,3,arousal
1,viska,5,arousal
2,viska,5,arousal
3,viska,2,arousal
4,viska,2,arousal
5,viska,2,arousal
6,viska,4,arousal
7,viska,1,arousal
8,viska,1,arousal
9,viska,1,arousal
10,viska,2,arousal
11,viska,4,arousal
12,viska,5,arousal
13,viska,1,arousal
14,viska,1,arousal
15,viska,2,arousal
16,viska,3,arousal
17,viska,1,arousal
18,viska,7,arousal
19,viska,1,arousal
20,viska,4,arousal
21,viska,1,arousal
22,viska,5,arousal
23,viska,6,arousal
24,viska,5,arousal
25,viska,4,arousal
1,svaja,2,arousal
2,svaja,2,arousal
3,svaja,1,arousal
4,svaja,1,arousal
5,svaja,1,arousal
6,svaja,1,arousal
7,svaja,1,arousal
8,svaja,2,arousal
9,svaja,3,arousal
10,svaja,1,arousal
11,svaja,1,arousal
12,svaja,1,arousal
13,svaja,1,arousal
14,svaja,1,arousal
15,svaja,4,arousal
16,svaja,1,arousal
17,svaja,1,arousal
18,svaja,5,arousal
19,svaja,1,arousal
20,svaja,5,arousal
21,svaja,2,arousal
22,svaja,4,arousal
23,svaja,3,arousal
24,svaja,5,arousal
25,svaja,2,arousal
1,skyffla,2,arousal
2,skyffla,1,arousal
3,skyffla,1,arousal
4,skyffla,1,arousal
5,skyffla,1,arousal
6,skyffla,1,arousal
7,skyffla,1,arousal
8,skyffla,1,arousal
9,skyffla,4,arousal
10,skyffla,1,arousal
11,skyffla,1,arousal
12,skyffla,2,arousal
13,skyffla,1,arousal
14,skyffla,1,arousal
15,skyffla,4,arousal
16,skyffla,1,arousal
17,skyffla,1,arousal
18,skyffla,3,arousal
19,skyffla,2,arousal
20,skyffla,2,arousal
21,skyffla,2,arousal
22,skyffla,2,arousal
23,skyffla,5,arousal
24,skyffla,3,arousal
25,skyffla,4,arousal
1,fly,6,arousal
2,fly,2,arousal
3,fly,2,arousal
4,fly,7,arousal
5,fly,1,arousal
6,fly,6,arousal
7,fly,1,arousal
8,fly,5,arousal
9,fly,4,arousal
10,fly,2,arousal
11,fly,6,arousal
12,fly,5,arousal
13,fly,6,arousal
14,fly,3,arousal
15,fly,6,arousal
16,fly,3,arousal
17,fly,4,arousal
18,fly,7,arousal
19,fly,1,arousal
20,fly,6,arousal
21,fly,1,arousal
22,fly,5,arousal
23,fly,6,arousal
24,fly,5,arousal
25,fly,4,arousal
1,fråga,1,arousal
2,fråga,2,arousal
3,fråga,1,arousal
4,fråga,4,arousal
5,fråga,1,arousal
6,fråga,2,arousal
7,fråga,1,arousal
8,fråga,4,arousal
9,fråga,1,arousal
10,fråga,1,arousal
11,fråga,4,arousal
12,fråga,2,arousal
13,fråga,1,arousal
14,fråga,1,arousal
15,fråga,2,arousal
16,fråga,1,arousal
17,fråga,1,arousal
18,fråga,6,arousal
19,fråga,1,arousal
20,fråga,5,arousal
21,fråga,2,arousal
22,fråga,4,arousal
23,fråga,4,arousal
24,fråga,4,arousal
25,fråga,3,arousal
1,klicka,2,arousal
2,klicka,1,arousal
3,klicka,1,arousal
4,klicka,1,arousal
5,klicka,1,arousal
6,klicka,2,arousal
7,klicka,1,arousal
8,klicka,5,arousal
9,klicka,4,arousal
10,klicka,1,arousal
11,klicka,5,arousal
12,klicka,1,arousal
13,klicka,1,arousal
14,klicka,1,arousal
15,klicka,2,arousal
16,klicka,1,arousal
17,klicka,1,arousal
18,klicka,2,arousal
19,klicka,1,arousal
20,klicka,3,arousal
21,klicka,2,arousal
22,klicka,2,arousal
23,klicka,5,arousal
24,klicka,2,arousal
25,klicka,2,arousal
1,gå,3,arousal
2,gå,1,arousal
3,gå,1,arousal
4,gå,1,arousal
5,gå,1,arousal
6,gå,1,arousal
7,gå,1,arousal
8,gå,1,arousal
9,gå,1,arousal
10,gå,1,arousal
11,gå,4,arousal
12,gå,4,arousal
13,gå,1,arousal
14,gå,1,arousal
15,gå,2,arousal
16,gå,1,arousal
17,gå,1,arousal
18,gå,4,arousal
19,gå,1,arousal
20,gå,5,arousal
21,gå,1,arousal
22,gå,2,arousal
23,gå,4,arousal
24,gå,2,arousal
25,gå,2,arousal
1,promenera,1,arousal
2,promenera,2,arousal
3,promenera,5,arousal
4,promenera,3,arousal
5,promenera,1,arousal
6,promenera,3,arousal
7,promenera,3,arousal
8,promenera,4,arousal
9,promenera,1,arousal
10,promenera,1,arousal
11,promenera,4,arousal
12,promenera,5,arousal
13,promenera,4,arousal
14,promenera,1,arousal
15,promenera,2,arousal
16,promenera,1,arousal
17,promenera,1,arousal
18,promenera,5,arousal
19,promenera,1,arousal
20,promenera,6,arousal
21,promenera,7,arousal
22,promenera,5,arousal
23,promenera,5,arousal
24,promenera,5,arousal
25,promenera,2,arousal
1,jama,4,arousal
2,jama,5,arousal
3,jama,1,arousal
4,jama,1,arousal
5,jama,2,arousal
6,jama,4,arousal
7,jama,1,arousal
8,jama,3,arousal
9,jama,3,arousal
10,jama,1,arousal
11,jama,1,arousal
12,jama,4,arousal
13,jama,5,arousal
14,jama,2,arousal
15,jama,2,arousal
16,jama,3,arousal
17,jama,1,arousal
18,jama,4,arousal
19,jama,2,arousal
20,jama,1,arousal
21,jama,5,arousal
22,jama,2,arousal
23,jama,4,arousal
24,jama,1,arousal
25,jama,3,arousal
1,överraska,3,arousal
2,överraska,1,arousal
3,överraska,1,arousal
4,överraska,6,arousal
5,överraska,2,arousal
6,överraska,5,arousal
7,överraska,2,arousal
8,överraska,5,arousal
9,överraska,1,arousal
10,överraska,1,arousal
11,överraska,5,arousal
12,överraska,6,arousal
13,överraska,4,arousal
14,överraska,3,arousal
15,överraska,3,arousal
16,överraska,1,arousal
17,överraska,5,arousal
18,överraska,5,arousal
19,överraska,1,arousal
20,överraska,7,arousal
21,överraska,5,arousal
22,överraska,5,arousal
23,överraska,5,arousal
24,överraska,7,arousal
25,överraska,4,arousal
1,traska,2,arousal
2,traska,1,arousal
3,traska,1,arousal
4,traska,1,arousal
5,traska,2,arousal
6,traska,1,arousal
7,traska,1,arousal
8,traska,1,arousal
9,traska,1,arousal
10,traska,1,arousal
11,traska,1,arousal
12,traska,2,arousal
13,traska,1,arousal
14,traska,1,arousal
15,traska,3,arousal
16,traska,1,arousal
17,traska,1,arousal
18,traska,3,arousal
19,traska,1,arousal
20,traska,2,arousal
21,traska,2,arousal
22,traska,2,arousal
23,traska,5,arousal
24,traska,3,arousal
25,traska,3,arousal
1,sjunga,5,arousal
2,sjunga,2,arousal
3,sjunga,3,arousal
4,sjunga,5,arousal
5,sjunga,3,arousal
6,sjunga,2,arousal
7,sjunga,4,arousal
8,sjunga,7,arousal
9,sjunga,1,arousal
10,sjunga,1,arousal
11,sjunga,6,arousal
12,sjunga,6,arousal
13,sjunga,1,arousal
14,sjunga,4,arousal
15,sjunga,2,arousal
16,sjunga,1,arousal
17,sjunga,7,arousal
18,sjunga,6,arousal
19,sjunga,1,arousal
20,sjunga,5,arousal
21,sjunga,5,arousal
22,sjunga,5,arousal
23,sjunga,5,arousal
24,sjunga,7,arousal
25,sjunga,5,arousal
1,rafsa,5,arousal
2,rafsa,2,arousal
3,rafsa,1,arousal
4,rafsa,3,arousal
5,rafsa,1,arousal
6,rafsa,1,arousal
7,rafsa,5,arousal
8,rafsa,1,arousal
9,rafsa,4,arousal
10,rafsa,1,arousal
11,rafsa,1,arousal
12,rafsa,2,arousal
13,rafsa,1,arousal
14,rafsa,1,arousal
15,rafsa,3,arousal
16,rafsa,1,arousal
17,rafsa,3,arousal
18,rafsa,4,arousal
19,rafsa,5,arousal
20,rafsa,1,arousal
21,rafsa,3,arousal
22,rafsa,2,arousal
23,rafsa,4,arousal
24,rafsa,3,arousal
25,rafsa,2,arousal
1,störa,1,arousal
2,störa,4,arousal
3,störa,2,arousal
4,störa,6,arousal
5,störa,1,arousal
6,störa,5,arousal
7,störa,2,arousal
8,störa,4,arousal
9,störa,5,arousal
10,störa,1,arousal
11,störa,5,arousal
12,störa,5,arousal
13,störa,1,arousal
14,störa,6,arousal
15,störa,3,arousal
16,störa,1,arousal
17,störa,6,arousal
18,störa,5,arousal
19,störa,1,arousal
20,störa,5,arousal
21,störa,2,arousal
22,störa,2,arousal
23,störa,6,arousal
24,störa,6,arousal
25,störa,5,arousal
1,uppmuntra,3,arousal
2,uppmuntra,2,arousal
3,uppmuntra,1,arousal
4,uppmuntra,4,arousal
5,uppmuntra,2,arousal
6,uppmuntra,4,arousal
7,uppmuntra,1,arousal
8,uppmuntra,5,arousal
9,uppmuntra,1,arousal
10,uppmuntra,1,arousal
11,uppmuntra,6,arousal
12,uppmuntra,4,arousal
13,uppmuntra,2,arousal
14,uppmuntra,3,arousal
15,uppmuntra,2,arousal
16,uppmuntra,1,arousal
17,uppmuntra,4,arousal
18,uppmuntra,5,arousal
19,uppmuntra,1,arousal
20,uppmuntra,7,arousal
21,uppmuntra,2,arousal
22,uppmuntra,6,arousal
23,uppmuntra,6,arousal
24,uppmuntra,5,arousal
25,uppmuntra,3,arousal
1,underhålla,2,arousal
2,underhålla,2,arousal
3,underhålla,1,arousal
4,underhålla,1,arousal
5,underhålla,1,arousal
6,underhålla,5,arousal
7,underhålla,1,arousal
8,underhålla,7,arousal
9,underhålla,1,arousal
10,underhålla,1,arousal
11,underhålla,4,arousal
12,underhålla,2,arousal
13,underhålla,3,arousal
14,underhålla,1,arousal
15,underhålla,2,arousal
16,underhålla,4,arousal
17,underhålla,1,arousal
18,underhålla,4,arousal
19,underhålla,1,arousal
20,underhålla,7,arousal
21,underhålla,2,arousal
22,underhålla,6,arousal
23,underhålla,5,arousal
24,underhålla,4,arousal
25,underhålla,3,arousal
1,trumma,2,arousal
2,trumma,2,arousal
3,trumma,1,arousal
4,trumma,1,arousal
5,trumma,1,arousal
6,trumma,2,arousal
7,trumma,1,arousal
8,trumma,3,arousal
9,trumma,3,arousal
10,trumma,1,arousal
11,trumma,1,arousal
12,trumma,3,arousal
13,trumma,2,arousal
14,trumma,1,arousal
15,trumma,2,arousal
16,trumma,1,arousal
17,trumma,1,arousal
18,trumma,7,arousal
19,trumma,2,arousal
20,trumma,5,arousal
21,trumma,6,arousal
22,trumma,4,arousal
23,trumma,7,arousal
24,trumma,3,arousal
25,trumma,5,arousal
1,kräva,4,arousal
2,kräva,4,arousal
3,kräva,2,arousal
4,kräva,7,arousal
5,kräva,1,arousal
6,kräva,5,arousal
7,kräva,2,arousal
8,kräva,7,arousal
9,kräva,4,arousal
10,kräva,1,arousal
11,kräva,6,arousal
12,kräva,5,arousal
13,kräva,3,arousal
14,kräva,4,arousal
15,kräva,5,arousal
16,kräva,1,arousal
17,kräva,1,arousal
18,kräva,7,arousal
19,kräva,2,arousal
20,kräva,7,arousal
21,kräva,2,arousal
22,kräva,6,arousal
23,kräva,5,arousal
24,kräva,6,arousal
25,kräva,5,arousal
1,vingla,3,arousal
2,vingla,3,arousal
3,vingla,1,arousal
4,vingla,3,arousal
5,vingla,1,arousal
6,vingla,3,arousal
7,vingla,1,arousal
8,vingla,1,arousal
9,vingla,2,arousal
10,vingla,1,arousal
11,vingla,2,arousal
12,vingla,3,arousal
13,vingla,1,arousal
14,vingla,1,arousal
15,vingla,2,arousal
16,vingla,1,arousal
17,vingla,1,arousal
18,vingla,4,arousal
19,vingla,1,arousal
20,vingla,6,arousal
21,vingla,2,arousal
22,vingla,5,arousal
23,vingla,4,arousal
24,vingla,5,arousal
25,vingla,3,arousal
1,slunga,1,arousal
2,slunga,2,arousal
3,slunga,1,arousal
4,slunga,1,arousal
5,slunga,1,arousal
6,slunga,2,arousal
7,slunga,1,arousal
8,slunga,1,arousal
9,slunga,4,arousal
10,slunga,1,arousal
11,slunga,1,arousal
12,slunga,1,arousal
13,slunga,1,arousal
14,slunga,1,arousal
15,slunga,2,arousal
16,slunga,1,arousal
17,slunga,1,arousal
18,slunga,5,arousal
19,slunga,2,arousal
20,slunga,3,arousal
21,slunga,5,arousal
22,slunga,2,arousal
23,slunga,6,arousal
24,slunga,4,arousal
25,slunga,3,arousal
1,bråka,6,arousal
2,bråka,3,arousal
3,bråka,1,arousal
4,bråka,7,arousal
5,bråka,3,arousal
6,bråka,5,arousal
7,bråka,3,arousal
8,bråka,7,arousal
9,bråka,4,arousal
10,bråka,1,arousal
11,bråka,7,arousal
12,bråka,7,arousal
13,bråka,2,arousal
14,bråka,5,arousal
15,bråka,4,arousal
16,bråka,2,arousal
17,bråka,4,arousal
18,bråka,6,arousal
19,bråka,1,arousal
20,bråka,7,arousal
21,bråka,5,arousal
22,bråka,6,arousal
23,bråka,6,arousal
24,bråka,7,arousal
25,bråka,5,arousal
1,badda,3,arousal
2,badda,2,arousal
3,badda,1,arousal
4,badda,1,arousal
5,badda,1,arousal
6,badda,1,arousal
7,badda,1,arousal
8,badda,1,arousal
9,badda,1,arousal
10,badda,1,arousal
11,badda,1,arousal
12,badda,6,arousal
13,badda,1,arousal
14,badda,3,arousal
15,badda,2,arousal
16,badda,1,arousal
17,badda,3,arousal
18,badda,3,arousal
19,badda,1,arousal
20,badda,1,arousal
21,badda,3,arousal
22,badda,6,arousal
23,badda,5,arousal
24,badda,3,arousal
25,badda,4,arousal
1,stega,1,arousal
2,stega,1,arousal
3,stega,1,arousal
4,stega,1,arousal
5,stega,1,arousal
6,stega,1,arousal
7,stega,1,arousal
8,stega,1,arousal
9,stega,1,arousal
10,stega,1,arousal
11,stega,1,arousal
12,stega,1,arousal
13,stega,1,arousal
14,stega,1,arousal
15,stega,2,arousal
16,stega,1,arousal
17,stega,1,arousal
18,stega,4,arousal
19,stega,1,arousal
20,stega,2,arousal
21,stega,1,arousal
22,stega,2,arousal
23,stega,4,arousal
24,stega,1,arousal
25,stega,2,arousal
1,skrämma,3,arousal
2,skrämma,3,arousal
3,skrämma,1,arousal
4,skrämma,1,arousal
5,skrämma,2,arousal
6,skrämma,4,arousal
7,skrämma,1,arousal
8,skrämma,5,arousal
9,skrämma,3,arousal
10,skrämma,1,arousal
11,skrämma,4,arousal
12,skrämma,5,arousal
13,skrämma,1,arousal
14,skrämma,3,arousal
15,skrämma,5,arousal
16,skrämma,1,arousal
17,skrämma,5,arousal
18,skrämma,6,arousal
19,skrämma,1,arousal
20,skrämma,7,arousal
21,skrämma,2,arousal
22,skrämma,5,arousal
23,skrämma,6,arousal
24,skrämma,7,arousal
25,skrämma,3,arousal
1,berätta,3,arousal
2,berätta,1,arousal
3,berätta,2,arousal
4,berätta,1,arousal
5,berätta,1,arousal
6,berätta,2,arousal
7,berätta,1,arousal
8,berätta,3,arousal
9,berätta,1,arousal
10,berätta,1,arousal
11,berätta,5,arousal
12,berätta,5,arousal
13,berätta,2,arousal
14,berätta,1,arousal
15,berätta,2,arousal
16,berätta,2,arousal
17,berätta,1,arousal
18,berätta,7,arousal
19,berätta,1,arousal
20,berätta,6,arousal
21,berätta,6,arousal
22,berätta,4,arousal
23,berätta,6,arousal
24,berätta,6,arousal
25,berätta,6,arousal
1,knäa,3,arousal
2,knäa,3,arousal
3,knäa,1,arousal
4,knäa,1,arousal
5,knäa,2,arousal
6,knäa,4,arousal
7,knäa,1,arousal
8,knäa,1,arousal
9,knäa,5,arousal
10,knäa,1,arousal
11,knäa,1,arousal
12,knäa,5,arousal
13,knäa,2,arousal
14,knäa,2,arousal
15,knäa,4,arousal
16,knäa,1,arousal
17,knäa,1,arousal
18,knäa,6,arousal
19,knäa,1,arousal
20,knäa,5,arousal
21,knäa,1,arousal
22,knäa,5,arousal
23,knäa,4,arousal
24,knäa,4,arousal
25,knäa,5,arousal
1,grabba,3,arousal
2,grabba,1,arousal
3,grabba,1,arousal
4,grabba,1,arousal
5,grabba,1,arousal
6,grabba,2,arousal
7,grabba,1,arousal
8,grabba,4,arousal
9,grabba,3,arousal
10,grabba,1,arousal
11,grabba,1,arousal
12,grabba,1,arousal
13,grabba,1,arousal
14,grabba,1,arousal
15,grabba,3,arousal
16,grabba,1,arousal
17,grabba,1,arousal
18,grabba,2,arousal
19,grabba,1,arousal
20,grabba,1,arousal
21,grabba,2,arousal
22,grabba,5,arousal
23,grabba,4,arousal
24,grabba,5,arousal
25,grabba,3,arousal
1,fila,2,arousal
2,fila,1,arousal
3,fila,1,arousal
4,fila,1,arousal
5,fila,1,arousal
6,fila,1,arousal
7,fila,1,arousal
8,fila,7,arousal
9,fila,4,arousal
10,fila,1,arousal
11,fila,1,arousal
12,fila,1,arousal
13,fila,1,arousal
14,fila,1,arousal
15,fila,2,arousal
16,fila,6,arousal
17,fila,1,arousal
18,fila,4,arousal
19,fila,1,arousal
20,fila,2,arousal
21,fila,1,arousal
22,fila,2,arousal
23,fila,4,arousal
24,fila,2,arousal
25,fila,2,arousal
1,marschera,3,arousal
2,marschera,3,arousal
3,marschera,1,arousal
4,marschera,1,arousal
5,marschera,1,arousal
6,marschera,2,arousal
7,marschera,4,arousal
8,marschera,7,arousal
9,marschera,5,arousal
10,marschera,1,arousal
11,marschera,6,arousal
12,marschera,6,arousal
13,marschera,4,arousal
14,marschera,4,arousal
15,marschera,4,arousal
16,marschera,2,arousal
17,marschera,3,arousal
18,marschera,6,arousal
19,marschera,4,arousal
20,marschera,1,arousal
21,marschera,2,arousal
22,marschera,2,arousal
23,marschera,6,arousal
24,marschera,4,arousal
25,marschera,3,arousal
1,läsa,5,arousal
2,läsa,1,arousal
3,läsa,1,arousal
4,läsa,1,arousal
5,läsa,1,arousal
6,läsa,4,arousal
7,läsa,1,arousal
8,läsa,6,arousal
9,läsa,1,arousal
10,läsa,1,arousal
11,läsa,4,arousal
12,läsa,7,arousal
13,läsa,1,arousal
14,läsa,4,arousal
15,läsa,2,arousal
16,läsa,1,arousal
17,läsa,1,arousal
18,läsa,6,arousal
19,läsa,1,arousal
20,läsa,5,arousal
21,läsa,7,arousal
22,läsa,6,arousal
23,läsa,5,arousal
24,läsa,4,arousal
25,läsa,3,arousal
1,skräna,2,arousal
2,skräna,3,arousal
3,skräna,1,arousal
4,skräna,6,arousal
5,skräna,2,arousal
6,skräna,2,arousal
7,skräna,1,arousal
8,skräna,1,arousal
9,skräna,5,arousal
10,skräna,2,arousal
11,skräna,6,arousal
12,skräna,2,arousal
13,skräna,4,arousal
14,skräna,5,arousal
15,skräna,4,arousal
16,skräna,1,arousal
17,skräna,4,arousal
18,skräna,2,arousal
19,skräna,3,arousal
20,skräna,1,arousal
21,skräna,5,arousal
22,skräna,5,arousal
23,skräna,6,arousal
24,skräna,6,arousal
25,skräna,4,arousal
1,gripa,2,arousal
2,gripa,2,arousal
3,gripa,1,arousal
4,gripa,3,arousal
5,gripa,1,arousal
6,gripa,2,arousal
7,gripa,1,arousal
8,gripa,1,arousal
9,gripa,1,arousal
10,gripa,1,arousal
11,gripa,1,arousal
12,gripa,5,arousal
13,gripa,1,arousal
14,gripa,1,arousal
15,gripa,5,arousal
16,gripa,1,arousal
17,gripa,1,arousal
18,gripa,6,arousal
19,gripa,1,arousal
20,gripa,5,arousal
21,gripa,3,arousal
22,gripa,5,arousal
23,gripa,6,arousal
24,gripa,7,arousal
25,gripa,5,arousal
1,rista,1,arousal
2,rista,1,arousal
3,rista,1,arousal
4,rista,1,arousal
5,rista,1,arousal
6,rista,2,arousal
7,rista,1,arousal
8,rista,5,arousal
9,rista,3,arousal
10,rista,1,arousal
11,rista,1,arousal
12,rista,1,arousal
13,rista,1,arousal
14,rista,1,arousal
15,rista,4,arousal
16,rista,1,arousal
17,rista,1,arousal
18,rista,6,arousal
19,rista,4,arousal
20,rista,2,arousal
21,rista,5,arousal
22,rista,4,arousal
23,rista,5,arousal
24,rista,5,arousal
25,rista,6,arousal
1,linda,2,arousal
2,linda,1,arousal
3,linda,1,arousal
4,linda,1,arousal
5,linda,1,arousal
6,linda,1,arousal
7,linda,1,arousal
8,linda,2,arousal
9,linda,1,arousal
10,linda,1,arousal
11,linda,1,arousal
12,linda,1,arousal
13,linda,1,arousal
14,linda,1,arousal
15,linda,2,arousal
16,linda,1,arousal
17,linda,1,arousal
18,linda,6,arousal
19,linda,1,arousal
20,linda,2,arousal
21,linda,1,arousal
22,linda,2,arousal
23,linda,3,arousal
24,linda,4,arousal
25,linda,3,arousal
1,prata,2,arousal
2,prata,3,arousal
3,prata,1,arousal
4,prata,1,arousal
5,prata,3,arousal
6,prata,3,arousal
7,prata,1,arousal
8,prata,4,arousal
9,prata,1,arousal
10,prata,1,arousal
11,prata,4,arousal
12,prata,5,arousal
13,prata,2,arousal
14,prata,1,arousal
15,prata,2,arousal
16,prata,1,arousal
17,prata,1,arousal
18,prata,5,arousal
19,prata,1,arousal
20,prata,7,arousal
21,prata,5,arousal
22,prata,4,arousal
23,prata,4,arousal
24,prata,4,arousal
25,prata,4,arousal
1,vika,1,arousal
2,vika,1,arousal
3,vika,1,arousal
4,vika,3,arousal
5,vika,1,arousal
6,vika,1,arousal
7,vika,1,arousal
8,vika,1,arousal
9,vika,1,arousal
10,vika,1,arousal
11,vika,1,arousal
12,vika,1,arousal
13,vika,1,arousal
14,vika,1,arousal
15,vika,2,arousal
16,vika,1,arousal
17,vika,1,arousal
18,vika,5,arousal
19,vika,1,arousal
20,vika,6,arousal
21,vika,3,arousal
22,vika,2,arousal
23,vika,5,arousal
24,vika,3,arousal
25,vika,2,arousal
1,varna,4,arousal
2,varna,3,arousal
3,varna,4,arousal
4,varna,5,arousal
5,varna,1,arousal
6,varna,5,arousal
7,varna,1,arousal
8,varna,5,arousal
9,varna,3,arousal
10,varna,1,arousal
11,varna,6,arousal
12,varna,3,arousal
13,varna,2,arousal
14,varna,5,arousal
15,varna,3,arousal
16,varna,1,arousal
17,varna,5,arousal
18,varna,1,arousal
19,varna,1,arousal
20,varna,6,arousal
21,varna,6,arousal
22,varna,5,arousal
23,varna,5,arousal
24,varna,7,arousal
25,varna,5,arousal
1,stövla,1,arousal
2,stövla,1,arousal
3,stövla,1,arousal
4,stövla,3,arousal
5,stövla,2,arousal
6,stövla,1,arousal
7,stövla,1,arousal
8,stövla,1,arousal
9,stövla,3,arousal
10,stövla,1,arousal
11,stövla,1,arousal
12,stövla,3,arousal
13,stövla,1,arousal
14,stövla,2,arousal
15,stövla,2,arousal
16,stövla,1,arousal
17,stövla,1,arousal
18,stövla,1,arousal
19,stövla,3,arousal
20,stövla,2,arousal
21,stövla,5,arousal
22,stövla,2,arousal
23,stövla,4,arousal
24,stövla,6,arousal
25,stövla,4,arousal
1,ränna,1,arousal
2,ränna,3,arousal
3,ränna,1,arousal
4,ränna,1,arousal
5,ränna,1,arousal
6,ränna,2,arousal
7,ränna,1,arousal
8,ränna,1,arousal
9,ränna,4,arousal
10,ränna,1,arousal
11,ränna,1,arousal
12,ränna,1,arousal
13,ränna,1,arousal
14,ränna,1,arousal
15,ränna,4,arousal
16,ränna,1,arousal
17,ränna,1,arousal
18,ränna,1,arousal
19,ränna,1,arousal
20,ränna,3,arousal
21,ränna,2,arousal
22,ränna,2,arousal
23,ränna,5,arousal
24,ränna,3,arousal
25,ränna,3,arousal
1,skala,1,arousal
2,skala,1,arousal
3,skala,1,arousal
4,skala,1,arousal
5,skala,1,arousal
6,skala,1,arousal
7,skala,1,arousal
8,skala,1,arousal
9,skala,3,arousal
10,skala,1,arousal
11,skala,1,arousal
12,skala,2,arousal
13,skala,1,arousal
14,skala,1,arousal
15,skala,3,arousal
16,skala,1,arousal
17,skala,1,arousal
18,skala,4,arousal
19,skala,1,arousal
20,skala,2,arousal
21,skala,2,arousal
22,skala,2,arousal
23,skala,3,arousal
24,skala,1,arousal
25,skala,2,arousal
1,kvittra,3,arousal
2,kvittra,3,arousal
3,kvittra,7,arousal
4,kvittra,1,arousal
5,kvittra,3,arousal
6,kvittra,5,arousal
7,kvittra,1,arousal
8,kvittra,1,arousal
9,kvittra,3,arousal
10,kvittra,1,arousal
11,kvittra,1,arousal
12,kvittra,4,arousal
13,kvittra,4,arousal
14,kvittra,5,arousal
15,kvittra,3,arousal
16,kvittra,3,arousal
17,kvittra,1,arousal
18,kvittra,4,arousal
19,kvittra,5,arousal
20,kvittra,2,arousal
21,kvittra,1,arousal
22,kvittra,4,arousal
23,kvittra,7,arousal
24,kvittra,4,arousal
25,kvittra,3,arousal
1,vanka,1,arousal
2,vanka,2,arousal
3,vanka,1,arousal
4,vanka,1,arousal
5,vanka,1,arousal
6,vanka,1,arousal
